State,State Code,Year,Year Code,Month,Month Code,Deaths
Alabama,1,2013,2013,"May, 2013",2013/05,22
Alabama,1,2013,2013,"Jun., 2013",2013/06,38
Alabama,1,2013,2013,"Jul., 2013",2013/07,22
Alabama,1,2013,2013,"Aug., 2013",2013/08,23
Alabama,1,2013,2013,"Sep., 2013",2013/09,19
Alabama,1,2013,2013,"Oct., 2013",2013/10,32
Alabama,1,2013,2013,"Nov., 2013",2013/11,27
Alabama,1,2013,2013,"Dec., 2013",2013/12,41
Alabama,1,2014,2014,"Jan., 2014",2014/01,33
Alabama,1,2014,2014,"Feb., 2014",2014/02,14
Alabama,1,2014,2014,"Mar., 2014",2014/03,21
Alabama,1,2014,2014,"Apr., 2014",2014/04,24
Alabama,1,2014,2014,"May, 2014",2014/05,28
Alabama,1,2014,2014,"Jun., 2014",2014/06,26
Alabama,1,2014,2014,"Jul., 2014",2014/07,24
Alabama,1,2014,2014,"Aug., 2014",2014/08,25
Alabama,1,2014,2014,"Sep., 2014",2014/09,21
Alabama,1,2014,2014,"Oct., 2014",2014/10,21
Alabama,1,2014,2014,"Nov., 2014",2014/11,23
Alabama,1,2014,2014,"Dec., 2014",2014/12,33
Alabama,1,2015,2015,"Jan., 2015",2015/01,21
Alabama,1,2015,2015,"Feb., 2015",2015/02,29
Alabama,1,2015,2015,"Mar., 2015",2015/03,35
Alabama,1,2015,2015,"Apr., 2015",2015/04,29
Alabama,1,2015,2015,"May, 2015",2015/05,42
Alabama,1,2015,2015,"Jun., 2015",2015/06,36
Alabama,1,2015,2015,"Jul., 2015",2015/07,36
Alabama,1,2015,2015,"Aug., 2015",2015/08,21
Alabama,1,2015,2015,"Sep., 2015",2015/09,33
Alabama,1,2015,2015,"Oct., 2015",2015/10,36
Alabama,1,2015,2015,"Nov., 2015",2015/11,39
Alabama,1,2015,2015,"Dec., 2015",2015/12,35
Alabama,1,2016,2016,"Jan., 2016",2016/01,52
Alabama,1,2016,2016,"Feb., 2016",2016/02,30
Alabama,1,2016,2016,"Mar., 2016",2016/03,42
Alabama,1,2016,2016,"Apr., 2016",2016/04,45
Alabama,1,2016,2016,"May, 2016",2016/05,32
Alabama,1,2016,2016,"Jun., 2016",2016/06,41
Alabama,1,2016,2016,"Jul., 2016",2016/07,22
Alabama,1,2016,2016,"Aug., 2016",2016/08,27
Alabama,1,2016,2016,"Sep., 2016",2016/09,43
Alabama,1,2016,2016,"Oct., 2016",2016/10,44
Alabama,1,2016,2016,"Nov., 2016",2016/11,37
Alabama,1,2016,2016,"Dec., 2016",2016/12,39
Arizona,4,1999,1999,"Jan., 1999",1999/01,27
Arizona,4,1999,1999,"Feb., 1999",1999/02,25
Arizona,4,1999,1999,"Mar., 1999",1999/03,24
Arizona,4,1999,1999,"Apr., 1999",1999/04,27
Arizona,4,1999,1999,"May, 1999",1999/05,20
Arizona,4,1999,1999,"Jun., 1999",1999/06,28
Arizona,4,1999,1999,"Jul., 1999",1999/07,23
Arizona,4,1999,1999,"Aug., 1999",1999/08,28
Arizona,4,1999,1999,"Sep., 1999",1999/09,20
Arizona,4,1999,1999,"Oct., 1999",1999/10,27
Arizona,4,1999,1999,"Nov., 1999",1999/11,22
Arizona,4,1999,1999,"Dec., 1999",1999/12,32
Arizona,4,2000,2000,"Jan., 2000",2000/01,15
Arizona,4,2000,2000,"Feb., 2000",2000/02,18
Arizona,4,2000,2000,"Mar., 2000",2000/03,33
Arizona,4,2000,2000,"Apr., 2000",2000/04,24
Arizona,4,2000,2000,"May, 2000",2000/05,27
Arizona,4,2000,2000,"Jun., 2000",2000/06,28
Arizona,4,2000,2000,"Jul., 2000",2000/07,27
Arizona,4,2000,2000,"Aug., 2000",2000/08,22
Arizona,4,2000,2000,"Sep., 2000",2000/09,11
Arizona,4,2000,2000,"Oct., 2000",2000/10,29
Arizona,4,2000,2000,"Nov., 2000",2000/11,21
Arizona,4,2000,2000,"Dec., 2000",2000/12,20
Arizona,4,2001,2001,"Jan., 2001",2001/01,22
Arizona,4,2001,2001,"Feb., 2001",2001/02,25
Arizona,4,2001,2001,"Mar., 2001",2001/03,30
Arizona,4,2001,2001,"Apr., 2001",2001/04,19
Arizona,4,2001,2001,"May, 2001",2001/05,25
Arizona,4,2001,2001,"Jun., 2001",2001/06,24
Arizona,4,2001,2001,"Jul., 2001",2001/07,32
Arizona,4,2001,2001,"Aug., 2001",2001/08,27
Arizona,4,2001,2001,"Sep., 2001",2001/09,34
Arizona,4,2001,2001,"Oct., 2001",2001/10,31
Arizona,4,2001,2001,"Nov., 2001",2001/11,29
Arizona,4,2001,2001,"Dec., 2001",2001/12,34
Arizona,4,2002,2002,"Jan., 2002",2002/01,26
Arizona,4,2002,2002,"Feb., 2002",2002/02,19
Arizona,4,2002,2002,"Mar., 2002",2002/03,35
Arizona,4,2002,2002,"Apr., 2002",2002/04,27
Arizona,4,2002,2002,"May, 2002",2002/05,38
Arizona,4,2002,2002,"Jun., 2002",2002/06,26
Arizona,4,2002,2002,"Jul., 2002",2002/07,41
Arizona,4,2002,2002,"Aug., 2002",2002/08,19
Arizona,4,2002,2002,"Sep., 2002",2002/09,33
Arizona,4,2002,2002,"Oct., 2002",2002/10,29
Arizona,4,2002,2002,"Nov., 2002",2002/11,28
Arizona,4,2002,2002,"Dec., 2002",2002/12,35
Arizona,4,2003,2003,"Jan., 2003",2003/01,22
Arizona,4,2003,2003,"Feb., 2003",2003/02,17
Arizona,4,2003,2003,"Mar., 2003",2003/03,33
Arizona,4,2003,2003,"Apr., 2003",2003/04,23
Arizona,4,2003,2003,"May, 2003",2003/05,41
Arizona,4,2003,2003,"Jun., 2003",2003/06,21
Arizona,4,2003,2003,"Jul., 2003",2003/07,18
Arizona,4,2003,2003,"Aug., 2003",2003/08,40
Arizona,4,2003,2003,"Sep., 2003",2003/09,33
Arizona,4,2003,2003,"Oct., 2003",2003/10,30
Arizona,4,2003,2003,"Nov., 2003",2003/11,20
Arizona,4,2003,2003,"Dec., 2003",2003/12,27
Arizona,4,2004,2004,"Jan., 2004",2004/01,34
Arizona,4,2004,2004,"Feb., 2004",2004/02,27
Arizona,4,2004,2004,"Mar., 2004",2004/03,29
Arizona,4,2004,2004,"Apr., 2004",2004/04,28
Arizona,4,2004,2004,"May, 2004",2004/05,36
Arizona,4,2004,2004,"Jun., 2004",2004/06,21
Arizona,4,2004,2004,"Jul., 2004",2004/07,27
Arizona,4,2004,2004,"Aug., 2004",2004/08,36
Arizona,4,2004,2004,"Sep., 2004",2004/09,20
Arizona,4,2004,2004,"Oct., 2004",2004/10,25
Arizona,4,2004,2004,"Nov., 2004",2004/11,30
Arizona,4,2004,2004,"Dec., 2004",2004/12,29
Arizona,4,2005,2005,"Jan., 2005",2005/01,24
Arizona,4,2005,2005,"Feb., 2005",2005/02,19
Arizona,4,2005,2005,"Mar., 2005",2005/03,23
Arizona,4,2005,2005,"Apr., 2005",2005/04,30
Arizona,4,2005,2005,"May, 2005",2005/05,33
Arizona,4,2005,2005,"Jun., 2005",2005/06,30
Arizona,4,2005,2005,"Jul., 2005",2005/07,38
Arizona,4,2005,2005,"Aug., 2005",2005/08,39
Arizona,4,2005,2005,"Sep., 2005",2005/09,37
Arizona,4,2005,2005,"Oct., 2005",2005/10,34
Arizona,4,2005,2005,"Nov., 2005",2005/11,32
Arizona,4,2005,2005,"Dec., 2005",2005/12,38
Arizona,4,2006,2006,"Jan., 2006",2006/01,26
Arizona,4,2006,2006,"Feb., 2006",2006/02,37
Arizona,4,2006,2006,"Mar., 2006",2006/03,36
Arizona,4,2006,2006,"Apr., 2006",2006/04,33
Arizona,4,2006,2006,"May, 2006",2006/05,32
Arizona,4,2006,2006,"Jun., 2006",2006/06,39
Arizona,4,2006,2006,"Jul., 2006",2006/07,44
Arizona,4,2006,2006,"Aug., 2006",2006/08,31
Arizona,4,2006,2006,"Sep., 2006",2006/09,28
Arizona,4,2006,2006,"Oct., 2006",2006/10,28
Arizona,4,2006,2006,"Nov., 2006",2006/11,22
Arizona,4,2006,2006,"Dec., 2006",2006/12,32
Arizona,4,2007,2007,"Jan., 2007",2007/01,36
Arizona,4,2007,2007,"Feb., 2007",2007/02,30
Arizona,4,2007,2007,"Mar., 2007",2007/03,32
Arizona,4,2007,2007,"Apr., 2007",2007/04,29
Arizona,4,2007,2007,"May, 2007",2007/05,35
Arizona,4,2007,2007,"Jun., 2007",2007/06,23
Arizona,4,2007,2007,"Jul., 2007",2007/07,41
Arizona,4,2007,2007,"Aug., 2007",2007/08,25
Arizona,4,2007,2007,"Sep., 2007",2007/09,24
Arizona,4,2007,2007,"Oct., 2007",2007/10,27
Arizona,4,2007,2007,"Nov., 2007",2007/11,36
Arizona,4,2007,2007,"Dec., 2007",2007/12,16
Arizona,4,2008,2008,"Jan., 2008",2008/01,29
Arizona,4,2008,2008,"Feb., 2008",2008/02,35
Arizona,4,2008,2008,"Mar., 2008",2008/03,26
Arizona,4,2008,2008,"Apr., 2008",2008/04,32
Arizona,4,2008,2008,"May, 2008",2008/05,23
Arizona,4,2008,2008,"Jun., 2008",2008/06,35
Arizona,4,2008,2008,"Jul., 2008",2008/07,28
Arizona,4,2008,2008,"Aug., 2008",2008/08,27
Arizona,4,2008,2008,"Sep., 2008",2008/09,24
Arizona,4,2008,2008,"Oct., 2008",2008/10,23
Arizona,4,2008,2008,"Nov., 2008",2008/11,30
Arizona,4,2008,2008,"Dec., 2008",2008/12,23
Arizona,4,2009,2009,"Jan., 2009",2009/01,20
Arizona,4,2009,2009,"Feb., 2009",2009/02,21
Arizona,4,2009,2009,"Mar., 2009",2009/03,20
Arizona,4,2009,2009,"Apr., 2009",2009/04,24
Arizona,4,2009,2009,"May, 2009",2009/05,21
Arizona,4,2009,2009,"Jun., 2009",2009/06,20
Arizona,4,2009,2009,"Jul., 2009",2009/07,24
Arizona,4,2009,2009,"Aug., 2009",2009/08,18
Arizona,4,2009,2009,"Sep., 2009",2009/09,15
Arizona,4,2009,2009,"Oct., 2009",2009/10,13
Arizona,4,2009,2009,"Nov., 2009",2009/11,17
Arizona,4,2009,2009,"Dec., 2009",2009/12,16
Arizona,4,2010,2010,"Jan., 2010",2010/01,23
Arizona,4,2010,2010,"Feb., 2010",2010/02,18
Arizona,4,2010,2010,"Mar., 2010",2010/03,19
Arizona,4,2010,2010,"Apr., 2010",2010/04,17
Arizona,4,2010,2010,"May, 2010",2010/05,18
Arizona,4,2010,2010,"Jun., 2010",2010/06,17
Arizona,4,2010,2010,"Jul., 2010",2010/07,27
Arizona,4,2010,2010,"Aug., 2010",2010/08,36
Arizona,4,2010,2010,"Sep., 2010",2010/09,21
Arizona,4,2010,2010,"Oct., 2010",2010/10,31
Arizona,4,2010,2010,"Nov., 2010",2010/11,24
Arizona,4,2010,2010,"Dec., 2010",2010/12,21
Arizona,4,2011,2011,"Jan., 2011",2011/01,23
Arizona,4,2011,2011,"Feb., 2011",2011/02,16
Arizona,4,2011,2011,"Mar., 2011",2011/03,23
Arizona,4,2011,2011,"Apr., 2011",2011/04,26
Arizona,4,2011,2011,"May, 2011",2011/05,22
Arizona,4,2011,2011,"Jun., 2011",2011/06,24
Arizona,4,2011,2011,"Jul., 2011",2011/07,21
Arizona,4,2011,2011,"Aug., 2011",2011/08,26
Arizona,4,2011,2011,"Sep., 2011",2011/09,19
Arizona,4,2011,2011,"Oct., 2011",2011/10,24
Arizona,4,2011,2011,"Nov., 2011",2011/11,19
Arizona,4,2011,2011,"Dec., 2011",2011/12,17
Arizona,4,2012,2012,"Jan., 2012",2012/01,26
Arizona,4,2012,2012,"Feb., 2012",2012/02,19
Arizona,4,2012,2012,"Mar., 2012",2012/03,19
Arizona,4,2012,2012,"Apr., 2012",2012/04,23
Arizona,4,2012,2012,"May, 2012",2012/05,31
Arizona,4,2012,2012,"Jun., 2012",2012/06,20
Arizona,4,2012,2012,"Jul., 2012",2012/07,21
Arizona,4,2012,2012,"Aug., 2012",2012/08,17
Arizona,4,2012,2012,"Sep., 2012",2012/09,22
Arizona,4,2012,2012,"Oct., 2012",2012/10,20
Arizona,4,2012,2012,"Nov., 2012",2012/11,19
Arizona,4,2012,2012,"Dec., 2012",2012/12,18
Arizona,4,2013,2013,"Jan., 2013",2013/01,20
Arizona,4,2013,2013,"Feb., 2013",2013/02,16
Arizona,4,2013,2013,"Mar., 2013",2013/03,27
Arizona,4,2013,2013,"Apr., 2013",2013/04,24
Arizona,4,2013,2013,"May, 2013",2013/05,20
Arizona,4,2013,2013,"Jun., 2013",2013/06,19
Arizona,4,2013,2013,"Jul., 2013",2013/07,16
Arizona,4,2013,2013,"Aug., 2013",2013/08,17
Arizona,4,2013,2013,"Sep., 2013",2013/09,22
Arizona,4,2013,2013,"Oct., 2013",2013/10,33
Arizona,4,2013,2013,"Nov., 2013",2013/11,22
Arizona,4,2013,2013,"Dec., 2013",2013/12,15
Arizona,4,2014,2014,"Jan., 2014",2014/01,12
Arizona,4,2014,2014,"Feb., 2014",2014/02,16
Arizona,4,2014,2014,"Mar., 2014",2014/03,18
Arizona,4,2014,2014,"Apr., 2014",2014/04,25
Arizona,4,2014,2014,"May, 2014",2014/05,14
Arizona,4,2014,2014,"Jun., 2014",2014/06,22
Arizona,4,2014,2014,"Jul., 2014",2014/07,16
Arizona,4,2014,2014,"Aug., 2014",2014/08,17
Arizona,4,2014,2014,"Sep., 2014",2014/09,17
Arizona,4,2014,2014,"Oct., 2014",2014/10,20
Arizona,4,2014,2014,"Nov., 2014",2014/11,12
Arizona,4,2014,2014,"Dec., 2014",2014/12,23
Arizona,4,2015,2015,"Jan., 2015",2015/01,14
Arizona,4,2015,2015,"Feb., 2015",2015/02,15
Arizona,4,2015,2015,"Mar., 2015",2015/03,15
Arizona,4,2015,2015,"Apr., 2015",2015/04,25
Arizona,4,2015,2015,"May, 2015",2015/05,25
Arizona,4,2015,2015,"Jun., 2015",2015/06,13
Arizona,4,2015,2015,"Jul., 2015",2015/07,21
Arizona,4,2015,2015,"Aug., 2015",2015/08,29
Arizona,4,2015,2015,"Sep., 2015",2015/09,21
Arizona,4,2015,2015,"Oct., 2015",2015/10,18
Arizona,4,2015,2015,"Nov., 2015",2015/11,15
Arizona,4,2015,2015,"Dec., 2015",2015/12,25
Arizona,4,2016,2016,"Jan., 2016",2016/01,22
Arizona,4,2016,2016,"Feb., 2016",2016/02,25
Arizona,4,2016,2016,"Mar., 2016",2016/03,19
Arizona,4,2016,2016,"Apr., 2016",2016/04,25
Arizona,4,2016,2016,"May, 2016",2016/05,21
Arizona,4,2016,2016,"Jun., 2016",2016/06,31
Arizona,4,2016,2016,"Jul., 2016",2016/07,33
Arizona,4,2016,2016,"Aug., 2016",2016/08,37
Arizona,4,2016,2016,"Sep., 2016",2016/09,23
Arizona,4,2016,2016,"Oct., 2016",2016/10,25
Arizona,4,2016,2016,"Nov., 2016",2016/11,24
Arizona,4,2016,2016,"Dec., 2016",2016/12,19
Arkansas,5,1999,1999,"Jan., 1999",1999/01,13
Arkansas,5,1999,1999,"Apr., 1999",1999/04,10
Arkansas,5,1999,1999,"May, 1999",1999/05,10
Arkansas,5,1999,1999,"Jul., 1999",1999/07,10
Arkansas,5,1999,1999,"Oct., 1999",1999/10,13
Arkansas,5,1999,1999,"Dec., 1999",1999/12,19
Arkansas,5,2000,2000,"Jan., 2000",2000/01,14
Arkansas,5,2000,2000,"Mar., 2000",2000/03,13
Arkansas,5,2000,2000,"Apr., 2000",2000/04,10
Arkansas,5,2000,2000,"May, 2000",2000/05,14
Arkansas,5,2000,2000,"Jul., 2000",2000/07,16
Arkansas,5,2000,2000,"Oct., 2000",2000/10,14
Arkansas,5,2000,2000,"Nov., 2000",2000/11,13
Arkansas,5,2000,2000,"Dec., 2000",2000/12,12
Arkansas,5,2001,2001,"Jan., 2001",2001/01,13
Arkansas,5,2001,2001,"Mar., 2001",2001/03,14
Arkansas,5,2001,2001,"Apr., 2001",2001/04,13
Arkansas,5,2001,2001,"Nov., 2001",2001/11,12
Arkansas,5,2001,2001,"Dec., 2001",2001/12,12
Arkansas,5,2002,2002,"Jan., 2002",2002/01,10
Arkansas,5,2002,2002,"Feb., 2002",2002/02,12
Arkansas,5,2002,2002,"Apr., 2002",2002/04,10
Arkansas,5,2002,2002,"May, 2002",2002/05,15
Arkansas,5,2002,2002,"Jul., 2002",2002/07,12
Arkansas,5,2002,2002,"Aug., 2002",2002/08,18
Arkansas,5,2002,2002,"Sep., 2002",2002/09,11
Arkansas,5,2002,2002,"Oct., 2002",2002/10,19
Arkansas,5,2002,2002,"Nov., 2002",2002/11,11
Arkansas,5,2002,2002,"Dec., 2002",2002/12,15
Arkansas,5,2003,2003,"Jan., 2003",2003/01,13
Arkansas,5,2003,2003,"May, 2003",2003/05,14
Arkansas,5,2003,2003,"Jun., 2003",2003/06,10
Arkansas,5,2003,2003,"Jul., 2003",2003/07,14
Arkansas,5,2003,2003,"Oct., 2003",2003/10,13
Arkansas,5,2003,2003,"Nov., 2003",2003/11,12
Arkansas,5,2004,2004,"Jan., 2004",2004/01,10
Arkansas,5,2004,2004,"Feb., 2004",2004/02,10
Arkansas,5,2004,2004,"Mar., 2004",2004/03,10
Arkansas,5,2004,2004,"May, 2004",2004/05,10
Arkansas,5,2004,2004,"Jun., 2004",2004/06,15
Arkansas,5,2004,2004,"Jul., 2004",2004/07,16
Arkansas,5,2004,2004,"Oct., 2004",2004/10,10
Arkansas,5,2004,2004,"Nov., 2004",2004/11,19
Arkansas,5,2004,2004,"Dec., 2004",2004/12,21
Arkansas,5,2005,2005,"Feb., 2005",2005/02,12
Arkansas,5,2005,2005,"Apr., 2005",2005/04,15
Arkansas,5,2005,2005,"Jun., 2005",2005/06,25
Arkansas,5,2005,2005,"Jul., 2005",2005/07,17
Arkansas,5,2005,2005,"Sep., 2005",2005/09,13
Arkansas,5,2005,2005,"Oct., 2005",2005/10,16
