,q3,q4,q5,q6,q7,q8,q9,assessments,explanation,debates,activities,rp,qna,application,videos,diagrams
3601,3,1,4,4,5,1,1,0,0,0,0,0,1,0,1,1
3602,2,1,2,3,3,4,4,1,1,0,0,1,1,0,1,0
3604,5,5,2,1,4,1,2,0,0,0,0,0,1,0,1,1
3607,4,5,3,4,2,4,4,0,1,0,1,0,1,0,1,0
3608,2,3,4,3,4,4,4,1,1,0,1,0,0,1,0,0
3609,2,2,1,3,4,2,4,0,0,0,0,0,1,0,0,0
3610,3,4,2,3,4,2,3,1,1,0,0,0,0,0,1,0
3611,3,3,3,4,3,4,4,1,1,0,0,0,0,1,0,0
3612,2,1,2,2,5,2,3,0,0,0,0,0,1,0,0,0
3615,3,3,2,4,4,4,4,1,0,1,0,0,1,0,0,0
3616,3,2,4,4,4,3,3,1,0,0,0,0,0,0,1,0
3618,1,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0
3619,4,4,5,4,4,4,5,0,0,1,1,0,0,1,0,0
3620,3,2,4,3,3,2,1,0,0,0,0,0,0,0,1,0
3621,2,1,3,2,5,2,4,1,0,0,0,0,0,0,0,0
3622,3,4,4,5,5,2,2,1,1,0,0,0,1,0,1,0
3625,2,2,4,3,4,1,1,0,0,0,0,0,0,1,1,1
3628,4,2,4,2,4,2,4,0,0,1,1,0,1,0,0,0
3629,3,4,5,4,3,3,4,1,1,1,1,0,1,1,1,0
3630,4,2,3,2,4,3,1,1,0,0,0,0,0,0,1,0
3632,2,2,2,1,5,1,1,0,0,0,0,0,0,1,1,0
3633,2,2,4,2,4,2,4,0,1,1,0,0,1,1,0,0
3634,2,2,2,1,5,1,1,0,0,0,0,0,0,1,1,0
3635,2,2,4,2,5,1,1,0,1,0,1,0,0,1,0,0
3636,2,3,4,3,4,2,1,1,0,0,1,0,0,1,0,0
3637,3,2,1,1,5,3,1,0,1,1,1,0,1,0,1,0
3638,3,2,2,2,4,4,3,0,0,0,0,0,1,1,0,0
3639,4,4,3,4,2,3,3,0,0,0,0,0,0,0,1,0
3641,2,3,4,3,2,2,4,0,0,0,0,0,1,0,0,0
3642,2,2,1,1,3,1,1,0,0,0,0,0,0,0,1,0
3643,1,1,1,1,5,1,1,1,0,1,0,0,1,0,1,0
3644,2,2,5,5,4,2,5,0,0,0,1,0,0,0,1,1
3645,3,2,4,3,4,2,4,1,0,0,0,0,1,0,1,0
3646,1,1,2,1,5,1,1,1,0,0,1,0,1,1,1,1
3649,3,2,3,2,2,1,2,0,0,0,0,0,1,0,1,0
3651,1,2,2,1,3,2,4,0,0,0,0,0,0,0,1,0
3653,1,1,1,1,4,1,2,0,1,1,1,0,0,0,0,0
3654,4,3,4,4,3,3,4,1,0,0,0,0,0,1,0,0
3658,3,2,3,3,4,1,1,1,0,0,1,0,0,1,1,1
3659,1,1,1,1,4,1,2,1,0,0,0,0,0,0,0,0
3661,2,3,3,1,4,1,1,0,0,0,0,0,0,0,0,0
3665,3,4,2,3,4,2,2,1,1,0,0,0,0,0,0,0
3666,2,1,2,1,4,1,3,0,0,0,0,0,0,0,0,0
3667,3,3,2,1,5,5,2,0,0,1,0,0,0,0,1,0
3672,3,2,4,2,4,4,4,0,1,1,0,0,0,0,0,0
3675,1,1,2,2,4,3,4,1,0,0,0,0,0,1,1,1
3676,3,1,3,3,3,1,3,0,1,0,0,0,1,0,1,0
3678,3,3,1,1,2,1,2,0,0,0,0,0,0,1,0,0
3679,4,2,4,5,3,3,4,0,0,0,0,0,1,0,0,0
3681,3,4,2,3,2,4,3,1,0,0,0,0,0,1,0,0
3682,4,2,1,4,4,2,3,0,0,0,0,0,0,0,1,0
3684,4,4,3,4,2,4,2,0,1,0,0,0,1,0,0,0
3686,3,3,3,3,2,4,5,1,1,0,1,0,1,1,1,1
3688,2,2,1,1,4,1,3,0,0,0,0,0,0,0,1,0
3689,4,2,4,2,2,1,4,1,0,0,0,0,0,0,0,0
3690,5,4,2,2,1,1,1,0,1,1,1,0,0,0,1,0
3691,1,4,4,4,5,4,1,0,0,1,0,0,1,0,1,0
3692,3,4,2,2,4,1,2,1,0,0,1,0,1,0,1,1
3693,1,1,3,1,5,1,1,1,0,0,0,0,0,0,1,1
3694,3,3,3,3,3,3,3,0,0,1,0,0,0,1,0,0
3695,3,3,4,4,2,2,3,1,0,0,0,0,0,0,1,1
3696,4,3,4,3,5,3,3,1,0,0,0,0,0,1,1,0
3698,3,2,3,3,5,2,1,1,0,0,0,0,0,1,1,1
3700,5,4,4,3,2,1,1,0,0,0,0,0,0,0,1,1
3701,4,4,4,3,3,3,5,1,1,0,0,0,0,0,1,1
3703,2,1,3,2,5,1,1,0,0,0,0,0,0,0,1,1
3704,1,1,2,1,4,1,1,0,0,0,1,0,0,0,1,0
3706,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3707,3,2,2,2,4,1,4,1,1,1,1,0,0,1,1,1
3708,3,1,3,1,5,1,1,0,0,0,0,0,0,0,1,0
3711,1,3,1,1,3,4,1,1,0,1,1,0,1,0,1,1
3713,3,2,2,3,4,4,4,0,0,0,0,0,0,0,1,1
3714,5,4,5,4,3,1,1,0,0,1,0,0,0,1,1,0
3716,3,2,3,2,4,2,2,0,0,0,0,0,0,0,1,1
3717,4,3,2,1,4,2,2,0,0,0,0,0,0,0,1,1
3718,3,4,3,3,3,1,1,0,0,0,0,0,1,0,1,0
3720,2,1,4,2,4,2,2,1,0,0,0,0,0,0,0,0
3721,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,1
3724,4,3,4,3,5,3,2,0,0,0,0,0,1,0,1,1
3725,4,2,1,4,4,4,4,0,0,0,0,0,1,1,0,0
3726,2,2,2,3,2,1,1,1,0,0,0,0,0,0,1,1
3727,2,2,2,2,2,2,3,1,0,0,0,0,1,0,1,1
3728,3,2,4,4,5,2,2,1,0,1,0,0,0,0,0,0
3729,4,3,3,2,1,1,3,1,0,0,1,0,0,1,1,0
3730,1,2,1,1,4,4,5,0,0,0,0,0,1,1,1,0
3733,1,1,4,2,4,4,3,0,1,1,1,0,1,0,1,1
3734,4,4,3,4,3,2,2,1,0,0,0,0,1,0,1,0
3735,5,4,5,5,2,3,2,1,0,0,1,0,1,1,1,0
3737,5,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0
3738,2,2,2,2,4,2,3,0,1,0,0,0,0,0,0,0
3739,4,4,2,2,3,1,1,1,0,0,0,0,0,0,1,0
3741,2,2,2,2,4,1,2,0,0,0,0,0,1,0,1,0
3742,4,2,4,3,5,3,5,0,0,0,0,0,1,0,1,1
3743,4,3,4,3,2,2,1,0,0,0,0,0,0,0,1,0
3744,4,1,4,5,5,2,3,0,0,0,0,0,1,0,0,0
3746,2,2,4,4,4,2,4,1,1,1,1,0,1,0,0,1
3748,4,4,4,5,3,3,5,1,0,0,1,0,1,0,1,1
3749,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0
3750,2,3,3,3,5,2,4,0,0,0,0,0,1,0,1,1
3751,5,4,3,1,4,4,2,1,0,0,0,0,0,0,1,1
3753,4,3,3,3,4,2,1,1,0,0,1,0,0,1,1,1
3754,3,1,3,2,5,2,2,0,1,0,1,0,1,0,1,0
3757,4,2,4,4,5,2,3,1,0,0,0,0,1,0,1,1
3758,4,2,3,2,4,2,1,0,0,0,1,0,0,0,1,0
3759,2,2,3,2,3,5,2,0,1,0,0,0,1,0,1,0
3760,3,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0
3762,4,3,4,3,1,2,3,1,0,0,0,0,1,0,1,1
3763,2,2,4,2,2,2,2,1,0,0,0,0,1,1,1,0
3764,3,2,2,2,5,3,4,1,1,0,1,0,1,1,1,0
3766,2,2,2,1,3,1,1,1,0,0,0,0,0,0,1,0
3768,2,2,3,2,5,4,4,1,0,0,1,0,0,0,0,0
3771,4,4,1,3,3,2,1,0,1,1,0,0,0,0,0,0
3772,4,3,4,3,4,2,4,1,0,1,1,0,1,0,0,0
3773,4,3,4,2,5,3,4,1,0,0,0,0,1,1,1,0
3774,4,2,5,4,4,1,1,0,0,0,0,0,0,0,1,0
3775,3,1,4,4,4,2,5,1,1,1,1,0,1,0,1,1
3776,3,3,2,4,4,1,1,0,0,0,0,0,0,0,0,0
3778,4,1,4,2,4,4,2,1,1,0,0,0,0,0,1,0
3781,2,2,3,1,5,1,4,0,0,0,0,0,0,0,1,0
3782,3,2,4,4,5,1,2,0,0,0,1,0,1,0,0,0
3783,4,4,3,4,4,3,1,0,0,0,0,0,1,0,1,0
3784,2,3,2,2,3,1,1,0,1,1,1,0,0,0,0,0
3785,2,1,1,2,4,1,1,0,1,1,0,0,1,0,0,0
3788,2,2,3,2,4,2,4,0,0,0,0,0,1,0,0,0
3789,3,4,3,3,4,3,4,1,0,0,1,0,1,1,1,1
3790,4,4,3,4,3,4,4,0,0,0,1,0,1,0,0,0
3791,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
3792,3,3,4,4,2,4,3,0,1,1,0,0,1,0,0,0
3794,2,2,2,1,1,2,2,0,0,0,0,0,0,0,1,1
3796,2,2,2,3,4,2,4,1,0,0,1,0,1,0,1,0
3797,2,2,4,4,2,5,4,0,1,0,0,0,1,0,1,0
3798,4,4,4,4,2,1,1,0,0,0,0,0,0,0,1,0
3799,1,1,2,2,1,1,2,0,0,0,0,0,1,0,1,1
3800,4,3,3,3,2,2,4,0,0,0,0,0,1,0,0,0
3801,1,1,3,1,4,1,1,1,0,0,1,0,0,0,1,1
3803,4,4,3,2,3,2,2,0,0,0,0,1,0,0,0,1
3805,2,2,2,2,4,3,4,1,0,0,0,0,1,0,1,0
3806,2,3,2,2,4,2,2,1,0,0,0,0,0,0,0,0
3807,2,2,2,3,2,3,2,0,1,0,0,0,0,1,0,0
3810,4,3,2,3,4,3,4,0,1,0,0,0,1,0,0,1
3811,2,2,2,4,4,1,4,1,0,0,0,0,0,0,1,0
3813,3,4,4,3,4,2,3,0,0,0,0,0,1,0,0,1
3816,4,2,5,4,5,3,4,0,1,1,1,0,0,0,1,0
3817,2,2,2,3,4,2,1,0,0,0,1,0,1,0,1,0
3818,1,2,3,2,5,5,4,0,1,0,1,0,0,0,1,0
3819,3,2,3,3,2,4,4,0,0,0,0,0,1,0,1,0
3820,4,4,4,4,2,4,4,1,0,0,1,0,1,0,1,0
3821,1,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0
3824,4,4,4,2,4,2,2,0,0,0,1,0,0,1,1,1
3825,4,3,3,2,4,2,2,1,0,1,0,0,0,1,1,0
3827,2,3,2,1,2,4,5,0,0,0,0,0,1,0,1,0
3828,3,1,4,3,2,3,4,0,0,0,0,0,0,1,1,0
3829,4,4,4,3,3,4,5,1,0,0,0,0,0,0,1,0
3830,2,3,1,2,3,2,2,0,0,0,0,0,1,1,0,0
3832,1,3,3,1,4,2,2,0,0,0,1,0,1,0,0,0
3834,4,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0
3835,4,3,3,2,5,2,3,0,1,0,0,0,1,1,1,0
3837,4,4,4,4,2,4,5,1,1,0,0,0,1,0,1,1
3838,3,2,3,2,1,2,2,0,0,0,0,0,1,0,1,1
3839,3,1,2,1,4,1,4,0,0,0,0,0,1,0,1,0
3843,4,3,2,4,4,3,5,0,0,1,0,0,1,0,0,1
3845,3,2,2,3,4,4,4,0,0,0,0,0,1,0,0,1
3846,3,2,3,4,4,3,3,1,0,0,0,0,1,0,0,0
3847,1,1,1,1,3,1,1,0,1,0,1,0,0,0,1,0
3848,4,3,4,4,4,2,1,0,0,0,0,0,0,0,0,0
3850,2,2,3,2,4,3,3,0,0,0,1,0,1,0,1,1
3857,3,2,3,3,2,1,3,1,1,0,1,1,0,1,1,1
3859,3,4,4,4,2,1,4,1,0,0,0,0,1,1,1,1
3860,5,5,5,4,2,4,4,1,0,0,1,1,0,0,1,0
3861,4,3,1,2,3,2,1,0,0,0,0,0,1,0,0,0
3863,5,3,2,2,5,3,3,1,1,0,1,0,0,0,1,0
3864,3,2,3,3,3,4,4,1,0,1,0,0,0,0,0,1
3865,2,3,4,4,2,3,5,1,0,1,1,1,1,1,1,1
3866,2,1,2,2,5,2,3,0,0,1,0,0,1,1,1,1
3867,3,2,3,2,4,3,2,0,0,0,1,0,1,1,1,1
3868,2,2,2,2,4,2,4,0,0,0,0,0,1,0,0,1
3869,2,2,1,2,4,2,2,0,0,0,1,0,0,0,1,1
3871,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0
3873,1,1,2,4,5,1,1,0,0,0,0,0,0,1,1,0
3874,2,1,2,1,5,1,1,0,0,0,0,0,1,0,0,0
3876,3,2,3,3,2,2,2,1,0,0,0,0,1,0,1,0
3878,4,3,3,2,4,2,3,1,1,0,0,0,0,0,0,1
3879,2,2,1,2,5,2,4,0,0,0,0,0,0,1,1,0
3882,4,4,2,4,5,1,1,0,0,0,0,0,1,0,1,1
3883,3,2,4,3,4,2,4,0,0,0,0,0,0,0,1,0
3885,3,2,5,4,3,3,4,1,1,1,0,1,1,0,1,0
3886,4,3,4,3,4,2,2,1,0,0,1,0,1,0,1,0
3887,2,3,3,2,4,1,2,1,1,1,0,1,0,0,1,0
3888,3,2,4,5,2,3,4,1,1,1,1,0,1,1,1,0
3891,2,2,2,2,3,1,2,0,0,0,0,0,0,0,0,0
3892,3,2,4,5,2,3,4,1,1,1,1,0,1,1,1,0
3893,2,1,3,3,5,4,4,1,1,1,0,0,0,0,1,1
3894,3,2,1,4,4,4,2,0,0,0,0,0,0,0,1,0
3896,5,4,5,5,2,5,4,1,1,1,1,0,1,1,1,0
3897,4,3,2,2,4,1,1,0,0,1,1,0,1,0,1,0
3898,2,1,1,2,3,2,2,0,0,0,0,0,1,0,0,0
3900,5,5,4,3,1,2,2,0,1,0,0,0,1,0,1,0
3901,5,4,4,5,3,1,3,1,1,0,1,0,1,0,1,0
3902,3,3,2,2,4,2,4,0,0,1,1,0,0,0,1,0
3904,4,4,2,4,3,5,5,0,0,0,0,0,1,1,0,0
3905,3,3,2,2,2,2,2,0,0,0,0,0,1,0,0,1
3906,3,3,3,2,3,1,2,1,1,1,1,0,0,1,1,1
3908,4,2,3,2,2,1,1,0,0,0,0,0,1,0,1,1
3910,3,4,4,5,4,3,2,1,0,0,1,0,1,1,1,1
3911,3,4,4,4,4,1,2,1,0,0,1,0,0,1,1,1
3912,2,2,3,3,4,3,4,1,0,0,0,0,0,0,1,1
3914,5,3,4,2,3,2,2,1,0,0,0,0,1,0,1,0
3916,3,2,2,3,4,4,4,1,1,0,1,0,0,0,1,0
3917,3,2,4,4,4,1,1,0,0,0,0,0,1,1,1,0
3918,2,1,3,3,2,4,4,0,1,0,1,1,1,0,1,0
3919,3,2,2,3,5,3,2,0,0,0,0,0,1,1,1,0
3920,4,4,5,4,3,5,5,0,1,1,0,0,1,0,0,0
3921,4,2,2,3,2,1,4,1,0,0,0,0,0,0,1,1
3923,3,4,1,2,2,2,4,0,0,0,0,0,1,0,1,1
3924,4,3,2,1,5,4,3,0,0,0,0,1,0,0,1,0
3926,2,2,3,3,4,3,3,0,1,0,0,0,0,0,0,0
3927,4,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0
3928,2,4,1,2,5,4,3,0,0,0,0,0,1,0,0,0
3929,2,3,4,4,3,2,3,0,1,0,1,0,1,0,1,1
3930,3,3,2,2,2,2,2,0,0,0,0,0,1,1,0,0
3931,3,2,2,1,4,1,1,0,0,0,0,0,1,0,1,1
3932,4,3,4,4,3,3,4,0,1,0,1,1,0,0,1,0
3936,4,3,2,2,3,1,4,1,1,0,1,0,1,1,1,0
3939,4,2,2,2,4,2,4,0,0,0,0,0,1,0,0,1
3940,2,2,2,3,4,3,3,1,1,1,1,0,0,1,1,1
3942,3,3,4,4,2,3,4,1,1,1,1,0,1,1,1,1
3944,2,1,4,3,4,3,4,0,0,0,0,0,1,0,1,0
3945,2,3,1,1,5,1,3,1,0,0,1,0,0,0,1,1
3947,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0
3952,3,2,4,1,4,1,1,0,0,0,0,0,0,0,1,0
3953,3,4,3,4,1,3,4,1,1,0,0,0,1,0,1,0
3954,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0
3955,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0
3958,2,3,4,4,5,3,3,0,0,0,0,0,0,0,1,0
3959,2,2,4,3,2,3,4,0,1,0,0,0,1,1,1,0
3960,2,2,4,3,4,2,1,1,0,0,1,0,1,0,0,0
3961,4,2,1,3,4,1,2,1,0,0,0,0,0,0,0,1
3962,3,2,4,3,4,3,4,0,0,0,0,0,1,0,1,0
3963,2,2,4,4,4,1,2,0,0,0,0,0,0,0,1,0
3964,4,3,4,4,3,4,4,0,0,1,1,0,1,1,0,0
3965,5,5,5,5,4,5,5,0,0,1,0,0,1,1,0,0
3966,4,4,2,2,4,2,3,0,0,0,0,0,0,0,1,0
3967,2,1,3,3,5,3,4,1,0,1,0,0,1,0,1,1
3968,2,2,4,2,5,2,4,0,0,0,0,0,1,0,0,1
3970,4,3,2,3,3,1,1,0,0,0,0,0,1,0,0,0
3971,4,2,2,3,2,3,2,0,0,1,1,0,1,0,1,0
3972,4,4,4,4,4,1,2,1,0,0,0,0,1,0,1,1
3973,2,2,1,2,3,1,2,0,0,0,0,0,1,0,1,0
3974,4,4,4,5,4,3,4,1,1,0,1,0,1,1,1,1
3975,4,4,4,1,5,3,4,1,0,0,1,0,0,1,1,1
3978,4,2,2,2,5,3,2,0,1,1,1,0,1,1,0,0
3979,3,3,4,4,2,4,5,0,1,1,1,0,0,0,1,0
3980,4,4,4,1,2,3,2,1,0,1,1,0,0,0,1,0
3982,1,1,2,2,4,1,5,0,0,1,0,0,1,0,1,0
3983,2,2,2,2,4,2,1,1,0,0,0,0,1,0,1,1
3984,4,4,2,3,4,2,1,0,0,1,0,0,1,0,1,0
3986,3,2,4,3,4,2,2,1,0,0,0,0,1,0,1,1
3989,2,3,3,3,4,4,5,0,1,1,0,0,1,1,0,0
3990,3,2,3,3,4,4,4,0,1,0,0,0,0,0,1,0
3991,2,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0
3992,3,4,4,2,4,5,2,1,1,0,1,0,0,0,0,0
3993,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0
3995,3,2,3,3,4,4,4,0,0,0,0,0,1,0,1,0
3996,2,3,2,2,4,4,2,1,0,0,0,0,1,0,0,0
3998,1,3,1,2,1,2,4,0,0,0,0,0,1,0,1,0
4001,2,1,2,2,4,5,4,0,0,0,1,0,1,0,0,0
4002,3,1,3,2,4,2,4,1,0,0,0,0,1,0,1,0
4003,2,2,3,4,4,3,4,0,0,0,1,0,1,0,1,1
4004,2,2,4,4,2,2,1,1,0,0,0,0,0,0,1,1
4005,3,1,3,3,2,2,2,0,0,0,0,0,0,0,1,1
4006,3,2,4,3,4,2,1,1,1,0,0,0,0,1,1,1
4007,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,1
4008,2,2,4,4,2,2,2,1,0,0,0,0,0,0,1,1
4009,2,2,2,2,3,3,2,0,0,0,0,0,0,0,1,1
4012,4,2,4,4,5,1,1,1,0,0,0,0,0,0,0,0
4013,1,1,3,1,5,2,2,0,0,0,0,0,0,0,0,0
4015,3,1,3,1,1,1,1,0,0,0,0,0,0,0,1,0
4016,2,3,2,1,4,2,3,0,0,0,0,0,0,0,1,0
4019,3,4,2,3,2,1,3,0,1,0,0,0,1,0,1,0
4021,1,2,1,1,3,3,2,1,0,0,1,0,0,1,0,1
4023,2,1,3,3,5,3,3,1,0,1,0,0,0,0,1,0
4024,4,4,2,3,4,4,4,0,1,0,0,0,0,0,0,0
4025,1,2,3,2,4,2,2,1,0,0,0,0,1,0,1,0
4026,2,2,3,3,2,2,2,0,0,0,0,0,1,1,0,1
4028,3,2,3,3,3,3,3,1,1,0,0,0,1,0,1,0
4029,2,1,2,1,5,1,2,0,0,0,0,0,0,0,0,0
4032,3,2,3,4,4,4,4,0,0,0,0,0,1,0,0,0
4033,4,4,3,4,2,4,4,0,0,0,0,0,0,0,1,0
4034,1,1,3,2,5,1,1,0,0,0,0,0,0,0,0,1
4035,2,2,2,2,5,1,1,0,0,0,0,0,1,0,0,0
4036,4,2,3,2,5,1,2,1,0,0,1,0,1,0,1,1
4039,3,2,3,2,3,1,1,1,0,1,1,0,1,0,1,0
4040,4,4,3,2,3,3,1,0,0,0,0,0,0,1,1,1
4041,3,2,5,3,4,3,4,1,0,0,0,0,0,0,1,0
4043,3,3,2,2,4,1,1,0,0,0,1,0,1,0,1,0
4044,4,4,4,4,2,2,3,0,0,1,0,0,1,0,1,0
4045,3,3,3,3,3,3,3,0,1,1,0,0,0,1,1,0
4046,4,4,4,3,2,2,3,0,0,0,0,1,0,1,1,0
4047,3,3,4,3,2,2,2,0,1,0,1,0,1,0,1,0
4048,3,3,4,4,4,2,4,0,0,0,0,0,0,0,1,0
4049,4,3,2,4,4,4,5,0,1,0,0,0,0,0,1,0
4050,5,3,2,2,2,2,4,1,1,0,1,0,1,1,1,0
4051,2,2,3,3,5,4,4,1,0,0,0,0,0,0,1,1
4053,1,2,1,2,5,1,1,0,0,0,0,0,0,0,1,0
4054,5,4,4,4,1,5,4,1,1,1,1,1,1,1,1,0
4056,2,4,2,4,3,2,1,1,0,0,1,0,1,1,1,1
4057,3,3,3,3,4,1,4,0,0,0,0,0,0,0,1,0
4059,4,3,2,2,4,3,4,0,0,0,0,0,0,0,0,0
4060,3,2,4,2,5,2,4,1,0,0,0,0,1,1,1,1
4061,2,2,2,1,4,3,1,0,0,0,0,0,0,0,0,0
4062,2,2,4,2,4,2,4,1,1,0,1,0,0,0,1,0
4063,3,2,3,3,2,4,3,0,0,1,0,0,0,0,0,0
4066,2,2,2,2,5,1,1,0,0,0,1,0,0,1,0,1
4068,2,2,3,3,5,4,3,0,0,0,0,0,0,0,0,0
4070,3,4,4,4,3,4,4,1,1,0,1,0,1,0,0,0
4071,3,3,2,2,4,3,2,1,0,0,0,0,1,0,1,0
4073,5,4,4,4,4,4,4,1,0,0,0,0,1,0,1,0
4074,3,2,3,3,3,2,2,0,0,0,0,0,1,0,0,0
4075,2,2,4,2,4,1,1,1,0,0,1,0,0,0,0,0
4076,2,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0
4077,3,4,3,2,3,1,2,0,1,0,1,0,0,0,0,1
4078,2,4,2,4,1,3,2,1,1,0,0,0,1,1,0,0
4079,4,2,2,2,5,2,4,1,0,0,0,0,1,0,1,0
4080,2,2,2,2,4,2,1,0,0,0,1,0,0,0,1,0
4081,3,2,2,4,2,4,4,0,0,0,0,0,0,0,1,0
4083,2,2,3,2,4,3,2,1,1,1,1,0,1,1,1,1
4085,4,3,4,3,4,2,2,1,0,0,0,0,1,1,1,0
4086,2,4,4,3,5,3,2,0,1,0,1,0,1,0,1,0
4087,2,4,3,2,4,1,1,1,1,1,1,0,1,0,1,1
4088,2,2,4,5,5,3,4,1,1,0,1,0,1,1,1,1
4089,2,2,3,2,4,2,3,1,1,1,1,0,0,1,1,1
4090,3,2,4,2,5,4,4,0,1,0,0,0,0,1,0,1
4091,1,1,4,2,5,2,5,0,0,0,0,0,1,0,1,1
4092,2,2,3,4,3,4,3,0,0,0,1,0,1,0,1,0
4093,3,1,3,3,4,1,2,0,0,0,0,0,1,0,0,0
4095,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0
4096,4,2,4,4,4,4,4,0,0,0,1,0,1,0,1,0
4097,4,4,4,4,2,4,4,0,1,0,0,0,0,0,0,0
4098,5,4,2,2,2,3,5,1,0,1,0,0,0,1,0,0
4099,4,3,2,2,2,2,5,1,0,0,0,0,0,0,0,0
4104,4,4,5,4,3,1,1,1,0,0,1,0,0,0,1,1
4105,4,2,4,2,5,2,4,1,0,0,0,0,1,0,1,0
4107,3,4,5,4,3,1,4,0,1,0,1,0,0,0,1,1
4108,4,4,3,3,2,3,4,1,0,0,0,0,0,0,0,0
4109,5,4,4,3,2,2,2,1,0,0,0,0,1,0,1,0
4110,3,3,4,3,4,2,2,0,1,0,0,0,1,0,1,1
4111,4,4,2,3,4,1,3,0,1,0,1,0,0,1,1,0
4115,3,4,2,4,2,1,5,0,0,0,0,0,1,0,1,0
4116,1,1,2,4,5,1,1,0,0,0,0,0,0,0,1,0
4117,4,4,4,3,1,3,3,1,0,0,0,0,0,1,1,1
4118,4,4,4,4,2,4,4,0,1,0,1,0,1,0,0,0
4119,2,2,4,1,5,1,1,0,0,0,0,0,0,0,0,1
4121,3,4,2,4,5,3,2,0,1,1,0,0,1,0,1,1
4122,4,4,4,4,3,4,3,1,1,1,0,0,1,0,1,1
4124,3,2,1,2,5,2,2,0,0,0,0,0,0,0,1,0
4125,2,3,4,2,4,3,1,0,0,0,0,0,0,0,1,1
4126,2,2,2,2,4,1,1,0,0,0,0,0,0,0,1,0
4127,4,5,5,5,5,1,5,1,1,0,0,0,1,0,0,0
4128,2,1,4,3,4,3,2,1,1,1,1,0,1,1,1,1
4129,3,4,2,3,2,2,3,1,0,0,0,0,1,0,0,0
4130,1,2,2,2,4,2,4,0,0,0,0,0,1,0,0,0
4131,2,2,3,1,3,1,1,0,0,0,0,0,1,0,1,0
4132,4,3,3,2,3,2,5,0,0,0,0,0,1,0,1,1
4133,5,3,5,5,1,4,4,1,0,0,0,0,1,0,1,1
4134,3,4,5,3,4,4,4,0,1,0,1,0,1,0,1,0
4135,2,2,2,3,5,5,5,0,0,0,0,0,0,0,1,1
4136,2,1,4,3,5,2,2,0,0,0,0,0,0,0,1,1
4140,3,2,2,2,3,1,2,0,0,0,1,0,1,0,1,0
4141,3,3,4,4,2,2,4,0,1,1,0,0,1,0,1,0
4143,1,1,2,2,5,5,5,0,1,0,0,0,0,1,0,0
4145,2,2,2,2,4,1,4,0,0,1,0,0,0,1,0,0
4146,2,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1
4147,2,2,4,3,3,5,5,1,0,1,0,0,1,1,1,0
4148,2,1,2,2,5,2,2,0,0,0,0,0,1,0,0,1
4151,4,3,4,3,5,1,1,1,0,0,1,1,1,0,0,0
4152,2,3,3,4,4,2,2,0,1,0,0,0,1,0,0,1
4153,3,1,3,2,5,2,2,1,0,0,0,0,0,0,1,0
4154,1,1,2,2,5,2,2,0,0,0,0,0,1,0,0,0
4155,4,3,3,2,5,1,1,1,1,0,1,0,1,0,1,0
4157,2,2,1,2,4,4,3,1,0,0,0,0,1,1,1,0
4162,3,2,4,5,4,5,4,0,1,0,0,0,1,0,1,0
4163,3,4,3,3,4,4,4,0,1,1,1,0,1,0,0,0
4164,4,4,4,4,3,1,2,1,0,0,1,0,1,1,1,1
4165,3,3,4,5,3,4,4,1,1,0,0,0,1,1,1,1
4166,5,4,4,3,4,1,3,1,1,0,1,0,1,0,1,0
4168,3,2,3,2,4,1,4,1,0,0,0,0,0,0,0,0
4169,5,3,1,1,5,4,4,0,1,0,0,0,0,0,0,0
4170,3,2,2,4,4,5,5,1,1,0,0,0,1,0,0,1
4174,3,2,3,3,3,2,3,1,1,1,1,0,0,0,1,1
4175,3,3,4,3,5,1,1,0,0,0,0,0,1,0,1,0
4176,4,4,5,4,5,1,1,1,1,0,1,0,1,1,1,1
4177,3,3,2,3,4,3,3,1,1,0,1,0,0,1,1,0
4178,3,2,2,2,3,3,3,0,0,0,0,0,0,0,1,0
4180,4,3,4,2,2,1,3,0,0,0,0,1,0,0,1,1
4182,2,2,4,3,4,2,4,0,1,0,0,0,1,0,1,0
4183,3,1,3,2,5,1,1,1,0,0,0,0,0,0,0,0
4184,3,2,3,4,3,4,5,0,1,0,0,0,1,1,0,1
4188,2,4,3,2,4,3,2,0,0,0,0,0,1,1,1,1
